PLATFORM,ARGOS_ID,DATE (YYYY-MM-DDTHH:MI:SSZ),LATITUDE (degree_north),LONGITUDE (degree_east),PRES (decibar),TEMP (degree_Celsius),PSAL (psu),PRES_ADJUSTED (decibar),TEMP_ADJUSTED (degree_Celsius),PSAL_ADJUSTED (psu),QC,STATION_PARAMETERS,VERTICAL_SAMPLING_SCHEME,CONFIG_MISSION_NUMBER,PROFILE_NUMBER
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,509,9.244,34.27,508.8,9.244,34.27,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,517.4,9.128,34.278,517.2,9.128,34.278,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,528,9.001,34.282,527.8,9.001,34.282,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,538.7,8.771,34.272,538.5,8.771,34.272,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,549.2,8.506,34.252,549,8.506,34.252,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,552.7,8.328,34.247,552.5,8.328,34.247,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,563.4,7.961,34.232,563.2,7.961,34.232,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,573.9,7.683,34.275,573.7,7.683,34.275,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,584.5,7.102,34.229,584.3,7.102,34.229,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,595,6.941,34.234,594.8,6.941,34.234,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,604.9,6.635,34.244,604.7,6.635,34.244,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,615,6.536,34.244,614.8,6.536,34.244,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,625.2,6.465,34.246,625,6.465,34.246,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,635.2,6.431,34.249,635,6.431,34.249,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,645.4,6.374,34.255,645.2,6.374,34.255,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,655.5,6.294,34.265,655.3,6.294,34.265,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,665.2,6.262,34.275,665,6.262,34.275,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,675.2,6.189,34.283,675,6.189,34.283,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,684.8,6.09,34.288,684.6,6.09,34.288,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,694.3,6.012,34.291,694.1,6.012,34.291,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,746,5.936,34.348,745.8,5.936,34.348,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,794.1,5.577,34.357,793.9,5.577,34.357,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,847.8,5.24,34.373,847.6,5.24,34.373,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,897.5,4.694,34.393,897.3,4.694,34.393,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,949.5,4.529,34.4,949.3,4.529,34.4,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-11-04T06:55:44Z,27.5530,126.7330,1000.2,4.395,34.406,1000,4.395,34.406,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],2,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,0.4,24.921,,0.4,24.921,,00111129129,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,8.2,24.923,34.188,8.2,24.923,34.188,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,14,24.925,34.188,14,24.925,34.188,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,17.1,24.922,34.188,17.1,24.922,34.188,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,18.2,24.923,34.189,18.2,24.923,34.189,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,28,24.927,34.19,28,24.927,34.19,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,29,24.929,34.19,29,24.929,34.19,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,37.9,24.93,34.192,37.9,24.93,34.192,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,39,24.928,34.192,39,24.928,34.192,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,47.7,24.93,34.205,47.7,24.93,34.205,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,49,24.922,34.214,49,24.922,34.214,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,57.6,24.898,34.241,57.6,24.898,34.241,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,58.7,24.892,34.245,58.7,24.892,34.245,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,67,24.874,34.291,67,24.874,34.291,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,73.4,24.636,34.59,73.4,24.636,34.59,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,76.2,24.573,34.608,76.2,24.573,34.608,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,83,24.031,34.674,83,24.031,34.674,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,86,23.744,34.678,86,23.744,34.678,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,93.4,23.273,34.747,93.4,23.273,34.747,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,96.7,23.251,34.746,96.7,23.251,34.746,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,107.3,22.079,34.754,107.3,22.079,34.754,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,116.1,21.213,34.773,116.1,21.213,34.773,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,128.2,20.9,34.774,128.2,20.9,34.774,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,132.2,20.572,34.776,132.2,20.572,34.776,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,144.5,20.125,34.773,144.5,20.125,34.773,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,156.3,19.531,34.768,156.3,19.531,34.768,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,167.5,19.21,34.764,167.5,19.21,34.764,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,178.6,19.001,34.752,178.6,19.001,34.752,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,187.2,18.654,34.742,187.2,18.654,34.742,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,198.1,18.163,34.73,198.1,18.163,34.73,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,202.1,18.06,34.722,202.1,18.06,34.722,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,213,17.52,34.705,213,17.52,34.705,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,224.4,17.35,34.7,224.4,17.35,34.7,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,235.9,16.964,34.681,235.9,16.964,34.681,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,247.2,16.673,34.664,247.2,16.673,34.664,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,258.9,16.363,34.65,258.9,16.363,34.65,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,268,16.254,34.647,268,16.254,34.647,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,271.8,16.18,34.64,271.8,16.18,34.64,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,283.3,15.648,34.607,283.3,15.648,34.607,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,294.6,15.322,34.588,294.6,15.322,34.588,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,306.2,15.08,34.574,306.2,15.08,34.574,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,317.7,14.741,34.547,317.7,14.741,34.547,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,326,14.52,34.532,326,14.52,34.532,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,337.3,14.318,34.519,337.3,14.318,34.519,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,348.4,14.038,34.504,348.4,14.038,34.504,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,352.1,14.015,34.502,352.1,14.015,34.502,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,363.1,13.83,34.487,363.1,13.83,34.487,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,373.7,13.47,34.47,373.7,13.47,34.47,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,384.9,13.137,34.447,384.9,13.137,34.447,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,395.7,12.878,34.431,395.7,12.878,34.431,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,406.4,12.543,34.421,406.4,12.543,34.421,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,417.3,12.249,34.405,417.3,12.249,34.405,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,428.2,12.022,34.394,428.2,12.022,34.394,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,438.9,11.588,34.378,438.9,11.588,34.378,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,447.1,11.349,34.372,447.1,11.349,34.372,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,458.1,10.831,34.35,458.1,10.831,34.35,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,468.6,10.414,34.346,468.6,10.414,34.346,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,472.4,10.164,34.313,472.4,10.164,34.313,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,483.3,9.792,34.273,483.3,9.792,34.273,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,494.4,9.793,34.317,494.4,9.793,34.317,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
2901695,300034013024480,2011-12-03T06:54:27Z,28.0120,127.0940,505.5,9.515,34.308,505.5,9.515,34.308,00111111111,PRES,Primary sampling: discrete [spot sampling CTD data],3,1
