"Series Data"
"C:\Users\user\Google ¶³ºÝµwºÐ\¬v¬yÆ[´ú¤ÀªR_1082\cr2252001_000000.LTA"
"Broadband 153.6 kHz"
"Pings/Ens ="	30
"Time/Ping = 00:05.00"
"First Ensemble Date = 17/07/21"
"First Ensemble Time = 15:55:15.07"
"Ensemble Interval (s) = "	300.01
"1st Bin Range (m) = "	7.99
"Bin Size (m) ="	4.00


Ens	YR	MO	DA	HH	MM	SS	HH		    "FLat"	    "FLon"	    "LLat"	    "LLon"
									     "deg"	     "deg"	     "deg"	     "deg"
								

1	17	07	21	15	55	15	07		25.49728165	122.26299497	25.50153832	122.26586670
2	17	07	21	16	00	15	08		25.50154335	122.26585831	25.50334336	122.26286002
3	17	07	21	16	05	15	08		25.50334998	122.26284837	25.50552165	122.25919168
4	17	07	21	16	10	25	07		25.50553003	122.25918163	25.50755837	122.25566500
5	17	07	21	16	15	25	05		25.50755669	122.25562837	25.50892001	122.23764667
6	17	07	21	16	20	25	06		25.50892336	122.23758498	25.51053663	122.22879496
7	17	07	21	16	25	25	06		25.51054166	122.22877996	25.51282170	122.22440335
8	17	07	21	16	30	25	06		25.51283000	122.22438835	25.51553668	122.22027166
9	17	07	21	16	35	15	07		25.51554834	122.22025665	25.51881501	122.21583336
10	17	07	21	16	40	25	06		25.51882667	122.21582003	25.52263834	122.21130503
11	17	07	21	16	45	25	04		25.52264999	122.21128835	25.52523664	122.20615502
12	17	07	21	16	50	25	05		25.52524335	122.20613834	25.52711997	122.20151497
13	17	07	21	16	55	25	05		25.52712500	122.20149837	25.52766169	122.19965670
14	17	07	21	17	00	25	05		25.52764837	122.19968000	25.52259668	122.20809166
15	17	07	21	17	05	25	05		25.52257832	122.20812167	25.51753837	122.21662830
16	17	07	21	17	10	25	05		25.51751833	122.21665336	25.51191671	122.22473335
17	17	07	21	17	15	25	03		25.51189835	122.22476168	25.50690165	122.23343334
18	17	07	21	17	20	25	03		25.50688497	122.23346503	25.50133497	122.24226502
19	17	07	21	17	25	25	04		25.50131503	122.24229335	25.49514829	122.25180832
20	17	07	21	17	30	25	04		25.49512834	122.25184168	25.49537502	122.25561831
21	17	07	21	17	35	25	04		25.49538835	122.25562166	25.49425336	122.25545000
22	17	07	21	17	40	25	04		25.49424665	122.25545000	25.49330503	122.25592165
23	17	07	21	17	45	25	02		25.49330167	122.25592501	25.49288333	122.25615333
24	17	07	21	17	50	25	02		25.49288333	122.25615165	25.49546999	122.25650830
25	17	07	21	17	55	25	03		25.49547837	122.25651165	25.49804332	122.25843002
26	17	07	21	18	00	25	03		25.49805002	122.25843497	25.49941837	122.25830496
27	17	07	21	18	05	25	03		25.49942331	122.25830496	25.50177829	122.25763500
28	17	07	21	18	10	25	01		25.50178835	122.25762997	25.50258002	122.25599164
29	17	07	21	18	15	25	01		25.50257332	122.25599164	25.50097497	122.25616498
30	17	07	21	18	20	25	01		25.50097497	122.25616330	25.50088998	122.25621670
31	17	07	21	18	25	25	01		25.50088998	122.25621670	25.50003000	122.25608837
32	17	07	21	18	30	25	02		25.50002497	122.25608669	25.49891663	122.25609331
33	17	07	21	18	35	25	02		25.49891336	122.25609499	25.49753169	122.25602668
34	17	07	21	18	40	25	00		25.49752666	122.25602500	25.49618664	122.25600170
35	17	07	21	18	45	25	00		25.49618497	122.25600170	25.49505835	122.25607663
36	17	07	21	18	50	25	00		25.49505500	122.25607663	25.49379998	122.25595669
37	17	07	21	18	55	25	00		25.49379830	122.25595334	25.49248670	122.25580330
38	17	07	21	19	00	25	00		25.49248335	122.25580330	25.49140166	122.25581336
39	17	07	21	19	05	25	01		25.49139831	122.25581336	25.49060337	122.25524163
40	17	07	21	19	10	24	09		25.49060170	122.25524004	25.49627666	122.25072831
41	17	07	21	19	15	24	09		25.49632503	122.25070333	25.51144330	122.24327831
42	17	07	21	19	20	24	09		25.51149501	122.24325165	25.52306497	122.23707167
43	17	07	21	19	25	24	09		25.52308165	122.23707335	25.52738836	122.23735004
44	17	07	21	19	30	24	09		25.52740336	122.23735004	25.53167168	122.23714334
45	17	07	21	19	35	25	00		25.53168501	122.23714334	25.53550330	122.23669834
46	17	07	21	19	40	24	08		25.53551663	122.23669499	25.53910500	122.23676330
47	17	07	21	19	45	24	08		25.53909830	122.23676498	25.53001835	122.23547668
48	17	07	21	19	50	24	08		25.52998499	122.23546830	25.52037003	122.23358329
49	17	07	21	19	55	24	08		25.52034496	122.23358329	25.52142832	122.23105665
50	17	07	21	20	00	24	08		25.52143830	122.23105171	25.53251666	122.22985829
51	17	07	21	20	05	24	08		25.53257165	122.22985997	25.54909003	122.23054670
52	17	07	21	20	10	24	07		25.54914334	122.23054837	25.56489335	122.23105498
53	17	07	21	20	15	24	07		25.56494499	122.23105665	25.58076331	122.23245668
54	17	07	21	20	20	24	07		25.58081671	122.23246163	25.59664669	122.23244830
55	17	07	21	20	25	24	07		25.59669832	122.23244671	25.61244330	122.23353996
56	17	07	21	20	30	24	07		25.61249502	122.23355002	25.61873334	122.23475332
57	17	07	21	20	35	24	07		25.61874331	122.23475500	25.62128169	122.23481669
58	17	07	21	20	40	24	05		25.62128998	122.23481837	25.62393171	122.23503831
59	17	07	21	20	45	20	01		25.62394168	122.23503831	25.61866670	122.23499003
60	17	07	21	20	50	20	01		25.61862999	122.23498332	25.61592003	122.23324165
61	17	07	21	20	55	20	01		25.61592330	122.23323829	25.61754168	122.23265332
62	17	07	21	21	00	20	01		25.61754663	122.23265165	25.61367335	122.23234998
63	17	07	21	21	05	20	02		25.61363337	122.23235669	25.60152663	122.23353334
64	17	07	21	21	10	20	00		25.60148497	122.23353669	25.59110834	122.23313168
65	17	07	21	21	15	20	00		25.59110164	122.23312832	25.58993169	122.23278500
66	17	07	21	21	20	20	00		25.58989665	122.23279171	25.58375498	122.23366334
67	17	07	21	21	25	20	00		25.58375498	122.23366669	25.58477498	122.23445836
68	17	07	21	21	30	20	00		25.58478001	122.23446163	25.58529331	122.23863666
69	17	07	21	21	35	20	00		25.58528669	122.23863834	25.58549498	122.23550996
70	17	07	21	21	40	19	09		25.58549331	122.23546998	25.58495837	122.22739837
71	17	07	21	21	45	19	09		25.58495670	122.22739669	25.58567335	122.22743668
72	17	07	21	21	50	19	09		25.58567670	122.22743835	25.58030667	122.22499670
73	17	07	21	21	55	19	09		25.58026669	122.22499000	25.56787170	122.22399498
74	17	07	21	22	00	19	09		25.56782836	122.22399331	25.55520999	122.22335829
75	17	07	21	22	05	19	09		25.55516666	122.22335503	25.54240001	122.22251331
76	17	07	21	22	10	19	08		25.54235836	122.22250669	25.53084665	122.21839998
77	17	07	21	22	15	19	08		25.53081002	122.21837668	25.52073665	122.21084503
78	17	07	21	22	20	19	08		25.52070170	122.21081997	25.51196666	122.20252667
79	17	07	21	22	25	19	08		25.51193666	122.20250001	25.50329668	122.19391996
80	17	07	21	22	30	19	08		25.50327002	122.19389331	25.49472501	122.18618003
81	17	07	21	22	35	19	06		25.49469835	122.18615497	25.48781170	122.17955832
82	17	07	21	22	40	19	06		25.48779837	122.17955832	25.48792996	122.17956503
83	17	07	21	22	45	19	07		25.48793332	122.17956168	25.49010163	122.18192663
84	17	07	21	22	50	19	07		25.49010834	122.18193501	25.49174163	122.18380166
85	17	07	21	22	55	19	07		25.49174666	122.18380669	25.49331500	122.18546170
86	17	07	21	23	00	19	07		25.49332003	122.18546832	25.49515835	122.18815497
87	17	07	21	23	05	19	05		25.49516497	122.18816168	25.49636501	122.19196832
88	17	07	21	23	10	19	05		25.49634330	122.19200830	25.49225335	122.19925169
89	17	07	21	23	15	19	05		25.49225670	122.19925663	25.49357333	122.20113167
90	17	07	21	23	20	19	06		25.49358004	122.20113837	25.49507336	122.20360667
91	17	07	21	23	25	19	06		25.49507830	122.20361330	25.49645335	122.20544332
92	17	07	21	23	30	19	06		25.49645830	122.20545002	25.49776663	122.20746830
93	17	07	21	23	35	19	04		25.49776998	122.20747165	25.49862335	122.20890169
94	17	07	21	23	40	19	04		25.49861664	122.20889834	25.49106832	122.21786664
95	17	07	21	23	45	19	04		25.49103831	122.21790335	25.48182165	122.22850830
96	17	07	21	23	50	19	05		25.48179332	122.22854166	25.47303163	122.23861001
97	17	07	21	23	55	19	05		25.47300163	122.23864336	25.46394498	122.24872998
98	17	07	22	00	00	19	05		25.46391665	122.24876669	25.45540332	122.25898666
99	17	07	22	00	05	19	03		25.45537499	122.25901835	25.45061667	122.26444337
100	17	07	22	00	10	19	03		25.45060669	122.26444999	25.45187663	122.26652669
101	17	07	22	00	15	19	03		25.45188837	122.26653331	25.45511666	122.26855829
102	17	07	22	00	20	19	03		25.45512663	122.26856500	25.45794169	122.27075167
103	17	07	22	00	25	19	04		25.45795167	122.27075829	25.46065668	122.27248832
104	17	07	22	00	30	19	04		25.46066330	122.27249502	25.46279666	122.27389497
105	17	07	22	00	35	19	02		25.46280496	122.27390000	25.46512834	122.27517329
106	17	07	22	00	40	19	02		25.46513831	122.27517664	25.46789998	122.27664331
107	17	07	22	00	45	19	02		25.46791004	122.27664834	25.46114501	122.27728335
108	17	07	22	00	50	19	02		25.46110670	122.27728335	25.44936164	122.27715997
109	17	07	22	00	55	19	03		25.44932334	122.27715829	25.43790333	122.27717497
110	17	07	22	01	00	19	01		25.43786502	122.27717330	25.42659497	122.27684665
111	17	07	22	01	05	19	01		25.42655834	122.27684498	25.41563999	122.27685336
112	17	07	22	01	10	19	01		25.41560336	122.27685504	25.40755170	122.27610670
113	17	07	22	01	15	19	01		25.40754332	122.27609999	25.40643666	122.27629001
114	17	07	22	01	20	19	01		25.40643666	122.27628834	25.40858000	122.27597837
115	17	07	22	01	25	19	01		25.40858997	122.27598164	25.41088334	122.27752165
116	17	07	22	01	30	19	00		25.41088837	122.27752165	25.41313170	122.27742501
117	17	07	22	01	35	19	00		25.41314000	122.27742501	25.41544335	122.27787503
118	17	07	22	01	40	19	00		25.41545165	122.27787671	25.41784996	122.27856168
119	17	07	22	01	45	19	00		25.41785834	122.27856335	25.41987671	122.27893333
120	17	07	22	01	50	19	00		25.41988333	122.27893501	25.42167169	122.27942334
121	17	07	22	01	55	19	00		25.42167664	122.27942501	25.42337330	122.28023169
122	17	07	22	02	00	18	08		25.42337833	122.28023504	25.42493502	122.28075329
123	17	07	22	02	05	18	09		25.42494164	122.28075329	25.42678331	122.28186163
124	17	07	22	02	10	18	09		25.42679002	122.28186834	25.42876337	122.28364832
125	17	07	22	02	15	18	09		25.42876999	122.28365335	25.42255330	122.29057663
126	17	07	22	02	20	18	09		25.42252170	122.29060496	25.41305669	122.29892668
127	17	07	22	02	25	18	09		25.41302668	122.29895501	25.40400331	122.30666997
128	17	07	22	02	30	18	07		25.40397498	122.30669830	25.39496167	122.31449833
129	17	07	22	02	35	18	08		25.39493166	122.31452499	25.38590334	122.32252333
130	17	07	22	02	40	18	08		25.38586998	122.32254663	25.37671502	122.33029168
131	17	07	22	02	45	18	08		25.37668501	122.33032001	25.36741337	122.33825834
132	17	07	22	02	50	18	08		25.36738168	122.33828332	25.35785498	122.34670504
133	17	07	22	02	55	18	08		25.35782330	122.34673337	25.35306330	122.35254832
134	17	07	22	03	00	18	06		25.35306171	122.35255997	25.35532331	122.35486164
135	17	07	22	03	05	18	06		25.35533664	122.35486499	25.35895837	122.35639167
136	17	07	22	03	10	18	07		25.35896835	122.35639829	25.36170336	122.35832001
137	17	07	22	03	15	18	07		25.36171334	122.35832663	25.36420997	122.36003830
138	17	07	22	03	20	18	07		25.36421835	122.36004333	25.36658163	122.36130003
139	17	07	22	03	25	18	05		25.36659001	122.36130330	25.36854836	122.36240837
140	17	07	22	03	30	18	05		25.36855498	122.36241164	25.37030169	122.36352836
141	17	07	22	03	35	18	05		25.37030831	122.36353163	25.37223003	122.36446336
142	17	07	22	03	40	18	05		25.37223665	122.36446830	25.37411830	122.36580170
143	17	07	22	03	45	18	06		25.37412501	122.36580664	25.37599836	122.36737498
144	17	07	22	03	50	18	06		25.37600331	122.36738001	25.37785831	122.36900166
145	17	07	22	03	55	18	04		25.37786669	122.36900669	25.37769503	122.37257671
146	17	07	22	04	00	18	04		25.37765664	122.37259833	25.36650837	122.38084830
147	17	07	22	04	05	18	04		25.36647166	122.38087663	25.35583000	122.38860668
148	17	07	22	04	10	18	04		25.35579496	122.38863165	25.34507333	122.39657996
149	17	07	22	04	15	18	05		25.34503503	122.39660670	25.33443167	122.40423499
150	17	07	22	04	20	18	05		25.33439504	122.40426164	25.32358666	122.41187333
151	17	07	22	04	25	18	03		25.32355171	122.41189663	25.31290334	122.41897834
152	17	07	22	04	30	18	03		25.31286830	122.41900164	25.30252336	122.42585334
153	17	07	22	04	35	18	03		25.30249000	122.42587664	25.29565170	122.43047504
154	17	07	22	04	40	18	03		25.29565665	122.43047998	25.29880833	122.43124668
155	17	07	22	04	45	18	03		25.29881830	122.43125003	25.30183503	122.43171833
156	17	07	22	04	50	18	04		25.30184501	122.43172000	25.30452336	122.43184833
157	17	07	22	04	55	18	02		25.30453166	122.43185000	25.30707666	122.43186333
158	17	07	22	05	00	18	02		25.30708504	122.43186166	25.30902671	122.43152663
159	17	07	22	05	05	18	02		25.30903165	122.43152504	25.31081004	122.43117166
160	17	07	22	05	10	18	02		25.31081666	122.43117166	25.31259337	122.43083336
161	17	07	22	05	15	18	02		25.31259832	122.43083336	25.31433664	122.43078165
162	17	07	22	05	20	18	03		25.31434335	122.43078165	25.31617999	122.43070663
163	17	07	22	05	25	18	01		25.31618670	122.43070663	25.31815502	122.43119664
164	17	07	22	05	30	18	01		25.31813004	122.43120996	25.30750665	122.43672668
165	17	07	22	05	35	18	01		25.30747170	122.43674504	25.29661001	122.44230333
166	17	07	22	05	40	18	01		25.29657329	122.44232001	25.28631167	122.44697833
167	17	07	22	05	45	18	01		25.28627831	122.44699334	25.27640333	122.45172668
168	17	07	22	05	50	17	09		25.27636997	122.45174169	25.26670497	122.45695330
169	17	07	22	05	55	18	00		25.26667337	122.45697166	25.25742000	122.46229333
170	17	07	22	06	00	18	00		25.25738832	122.46231169	25.25074666	122.46594164
171	17	07	22	06	05	18	00		25.25073669	122.46594164	25.25414335	122.46798665
172	17	07	22	06	10	18	00		25.25415835	122.46799001	25.25840663	122.46911670
173	17	07	22	06	15	18	00		25.25842164	122.46912668	25.25988336	122.47148165
174	17	07	22	06	20	17	08		25.25988830	122.47148836	25.26154499	122.47334336
175	17	07	22	06	25	17	08		25.26155001	122.47334998	25.26307669	122.47517003
176	17	07	22	06	30	17	09		25.26307996	122.47517665	25.26430666	122.47680668
177	17	07	22	06	35	17	09		25.26431001	122.47681171	25.26572663	122.47823504
178	17	07	22	06	40	17	09		25.26573334	122.47823998	25.26709498	122.47950330
179	17	07	22	06	45	17	09		25.26710001	122.47950666	25.26847498	122.48079998
180	17	07	22	06	50	17	07		25.26848000	122.48080334	25.26978498	122.48239498
181	17	07	22	06	55	17	07		25.26979001	122.48240168	25.27127336	122.48414663
182	17	07	22	07	00	17	08		25.27127663	122.48415166	25.26235669	122.48894501
183	17	07	22	07	05	17	08		25.26232333	122.48896169	25.25240670	122.49382337
184	17	07	22	07	10	17	08		25.25237502	122.49383996	25.24293004	122.49858999
185	17	07	22	07	15	17	06		25.24289835	122.49860499	25.23321331	122.50339835
186	17	07	22	07	20	17	06		25.23318004	122.50341168	25.22316668	122.50665832
187	17	07	22	07	25	17	06		25.22313332	122.50666997	25.21306833	122.51034670
188	17	07	22	07	30	17	06		25.21303330	122.51036329	25.20287502	122.51564163
189	17	07	22	07	35	17	07		25.20284166	122.51565504	25.19696167	122.51975496
190	17	07	22	07	40	17	07		25.19697499	122.51976670	25.20129000	122.52229334
191	17	07	22	07	45	17	05		25.20130333	122.52229996	25.20498499	122.52412168
192	17	07	22	07	50	17	05		25.20499832	122.52412663	25.20865836	122.52588834
193	17	07	22	07	55	17	05		25.20867001	122.52589496	25.21134837	122.52861329
194	17	07	22	08	00	17	05		25.21134837	122.52862168	25.21197667	122.53100331
195	17	07	22	08	05	17	05		25.21198003	122.53101169	25.21311837	122.53308169
196	17	07	22	08	10	17	06		25.21312332	122.53308831	25.21471336	122.53489997
197	17	07	22	08	15	17	04		25.21471831	122.53490668	25.21644833	122.53653503
198	17	07	22	08	20	17	04		25.21645504	122.53653998	25.21812002	122.53816665
199	17	07	22	08	25	17	04		25.21812497	122.53817336	25.21947663	122.54016498
200	17	07	22	08	30	17	04		25.21948166	122.54017169	25.22111831	122.54197665
201	17	07	22	08	35	17	04		25.22112502	122.54198167	25.22276167	122.54352001
202	17	07	22	08	40	17	05		25.22276670	122.54352663	25.22480669	122.54525171
203	17	07	22	08	45	17	03		25.22481498	122.54525665	25.22789500	122.54669331
204	17	07	22	08	50	17	03		25.22790665	122.54669834	25.23191831	122.54576166
205	17	07	22	08	55	17	03		25.23194497	122.54572503	25.23864998	122.53334831
206	17	07	22	09	00	17	03		25.23867169	122.53330666	25.24441171	122.52042837
207	17	07	22	09	05	17	03		25.24443165	122.52038503	25.25000830	122.50730331
208	17	07	22	09	10	17	03		25.25002666	122.50725998	25.25549334	122.49402998
209	17	07	22	09	15	17	02		25.25551169	122.49398665	25.26092498	122.48059496
210	17	07	22	09	20	17	02		25.26094333	122.48054836	25.26605168	122.46694336
211	17	07	22	09	25	17	02		25.26606836	122.46689835	25.27077665	122.45309335
212	17	07	22	09	30	17	02		25.27079500	122.45304834	25.27547336	122.43915165
213	17	07	22	09	35	17	02		25.27549331	122.43910496	25.28105504	122.42533836
214	17	07	22	09	40	17	00		25.28107163	122.42529167	25.28689496	122.41188163
215	17	07	22	09	45	17	00		25.28691667	122.41183670	25.29306832	122.39856496
216	17	07	22	09	50	17	01		25.29308667	122.39852004	25.29901000	122.38552834
217	17	07	22	09	55	17	01		25.29902835	122.38548333	25.30471170	122.37204337
218	17	07	22	10	00	17	01		25.30472998	122.37199835	25.31045498	122.35867666
219	17	07	22	10	05	17	01		25.31047502	122.35863165	25.31676169	122.34576166
220	17	07	22	10	10	16	09		25.31678500	122.34571832	25.32244337	122.33280835
221	17	07	22	10	15	16	09		25.32246164	122.33276334	25.32873499	122.31998337
222	17	07	22	10	20	17	00		25.32875829	122.31994171	25.33533499	122.30725503
223	17	07	22	10	25	17	00		25.33535334	122.30721169	25.34107835	122.29880330
224	17	07	22	10	30	17	00		25.34108832	122.29881001	25.34272330	122.30015337
225	17	07	22	10	35	17	00		25.34272833	122.30015497	25.34343165	122.30065168
226	17	07	22	10	40	16	08		25.34343333	122.30065336	25.34399332	122.30074497
227	17	07	22	10	45	16	08		25.34399332	122.30074497	25.34452499	122.30082996
228	17	07	22	10	50	16	08		25.34452834	122.30082996	25.34518666	122.30098997
229	17	07	22	10	55	16	09		25.34519001	122.30098997	25.34629332	122.30151669
230	17	07	22	11	00	16	09		25.34629667	122.30151996	25.34754499	122.30222496
231	17	07	22	11	05	16	09		25.34754834	122.30222831	25.34898835	122.30308335
232	17	07	22	11	10	16	07		25.34899497	122.30308671	25.35047832	122.30385164
233	17	07	22	11	15	16	07		25.35048335	122.30385164	25.35207331	122.30452336
234	17	07	22	11	20	16	07		25.35207834	122.30452504	25.35848002	122.30302166
235	17	07	22	11	25	16	08		25.35852335	122.30300498	25.37148664	122.29619334
236	17	07	22	11	30	16	08		25.37153332	122.29617499	25.38573998	122.29037496
237	17	07	22	11	35	16	06		25.38578834	122.29035669	25.39925496	122.28455834
238	17	07	22	11	40	16	06		25.39929830	122.28453663	25.41137000	122.27950665
239	17	07	22	11	45	16	06		25.41140998	122.27949165	25.42286670	122.27450333
240	17	07	22	11	50	16	06		25.42290500	122.27448497	25.43431663	122.26963663
241	17	07	22	11	55	16	06		25.43435502	122.26962171	25.44557503	122.26396836
242	17	07	22	12	00	16	07		25.44561166	122.26394833	25.45716000	122.25817831
243	17	07	22	12	05	16	07		25.45719830	122.25815836	25.46926171	122.25227335
244	17	07	22	12	10	16	05		25.46930001	122.25225331	25.48127834	122.24672503
245	17	07	22	12	15	16	05		25.48132000	122.24670835	25.49309003	122.24149665
246	17	07	22	12	20	16	05		25.49313001	122.24147997	25.50445497	122.23557835
247	17	07	22	12	25	16	05		25.50449336	122.23556167	25.51044837	122.23602335
248	17	07	22	12	30	16	05		25.51045331	122.23603500	25.51242331	122.23891838
249	17	07	22	12	35	16	04		25.51243169	122.23892667	25.51435333	122.24162833
250	17	07	22	12	40	16	04		25.51436003	122.24163663	25.51595997	122.24459837
251	17	07	22	12	45	16	04		25.51596500	122.24460835	25.51717166	122.24677331
252	17	07	22	12	50	16	04		25.51717501	122.24677834	25.51829165	122.24828331
253	17	07	22	12	55	16	04		25.51829668	122.24828834	25.51818998	122.24832497
254	17	07	22	13	00	16	04		25.51816835	122.24829001	25.51205836	122.23837003
255	17	07	22	13	05	16	03		25.51203833	122.23833667	25.50845666	122.23395168
256	17	07	22	13	10	16	03		25.50845331	122.23395671	25.50940004	122.23552002
257	17	07	22	13	15	16	03		25.50941496	122.23553334	25.50659504	122.23712004
258	17	07	22	13	20	16	03		25.50660166	122.23711501	25.50659336	122.23901334
259	17	07	22	13	25	16	03		25.50657836	122.23900664	25.50693166	122.23810164
260	17	07	22	13	30	16	03		25.50694498	122.23811497	25.50666000	122.23885501
261	17	07	22	13	35	16	01		25.50666670	122.23886331	25.50765669	122.24081662
262	17	07	22	13	40	16	02		25.50765996	122.24082165	25.50832666	122.24235663
263	17	07	22	13	45	16	02		25.50832833	122.24236166	25.50912000	122.24460835
264	17	07	22	13	50	16	02		25.50912336	122.24461664	25.50988334	122.24678169
265	17	07	22	13	55	16	02		25.50988670	122.24678831	25.51088498	122.24889670
266	17	07	22	14	00	16	02		25.51088833	122.24890332	25.51177832	122.25082504
267	17	07	22	14	05	16	00		25.51178000	122.25083166	25.51285330	122.25277500
268	17	07	22	14	10	16	00		25.51285665	122.25278171	25.51408670	122.25471835
269	17	07	22	14	15	16	01		25.51409164	122.25472497	25.51649834	122.25162836
270	17	07	22	14	20	16	01		25.51650337	122.25160330	25.51761498	122.24419503
271	17	07	22	14	25	16	01		25.51762001	122.24416997	25.51857504	122.23669499
272	17	07	22	14	30	15	09		25.51857504	122.23667169	25.52084335	122.23636667
273	17	07	22	14	35	15	09		25.52084997	122.23637329	25.52256332	122.23823165
274	17	07	22	14	40	15	09		25.52256667	122.23823500	25.52397500	122.23909331
275	17	07	22	14	45	16	00		25.52398330	122.23909498	25.52628497	122.24019829
276	17	07	22	14	50	16	00		25.52629167	122.24020332	25.52832998	122.24172330
277	17	07	22	14	55	16	00		25.52833669	122.24172665	25.53023838	122.24269333
278	17	07	22	15	00	15	08		25.53024667	122.24269669	25.52937169	122.24215832
279	17	07	22	15	05	15	08		25.52934336	122.24213837	25.52067831	122.23549504
280	17	07	22	15	10	15	08		25.52065836	122.23548003	25.51874167	122.23409166
281	17	07	22	15	15	15	08		25.51874503	122.23408998	25.51930837	122.23206835
282	17	07	22	15	20	15	09		25.51931164	122.23206500	25.52021169	122.23155504
283	17	07	22	15	25	15	09		25.52021496	122.23155336	25.52122330	122.23086999
284	17	07	22	15	30	15	07		25.52122666	122.23086664	25.52218001	122.22990666
285	17	07	22	15	35	15	07		25.52218496	122.22990163	25.52346999	122.22839666
286	17	07	22	15	40	15	07		25.52347334	122.22839330	25.52463834	122.22716334
287	17	07	22	15	45	15	07		25.52464169	122.22715999	25.52606167	122.22564831
288	17	07	22	15	50	15	08		25.52606670	122.22564337	25.52783503	122.22400999
289	17	07	22	15	55	15	08		25.52784165	122.22400337	25.52959330	122.22243335
290	17	07	22	16	00	25	07		25.52959330	122.22242497	25.53541663	122.22161997
291	17	07	22	16	05	25	05		25.53543834	122.22162332	25.54217337	122.22257333
292	17	07	22	16	10	25	06		25.54219667	122.22257668	25.54915667	122.22340330
293	17	07	22	16	15	25	06		25.54917997	122.22340666	25.55630836	122.22409833
294	17	07	22	16	20	25	06		25.55633334	122.22410168	25.56317330	122.22506837
295	17	07	22	16	25	15	07		25.56319837	122.22507164	25.57081165	122.22617336
296	17	07	22	16	30	25	06		25.57083503	122.22617663	25.57768171	122.22725663
297	17	07	22	16	35	25	04		25.57770333	122.22725999	25.58476835	122.22826665
298	17	07	22	16	40	25	05		25.58479166	122.22827001	25.58960999	122.22702831
299	17	07	22	16	45	25	05		25.58962332	122.22702169	25.59351504	122.22449002
300	17	07	22	16	50	25	05		25.59352837	122.22448331	25.59737834	122.22234836
301	17	07	22	16	55	25	05		25.59738999	122.22233998	25.60122664	122.22016001
302	17	07	22	17	00	25	05		25.60123829	122.22015163	25.60550669	122.21792171
303	17	07	22	17	05	25	03		25.60552496	122.21792003	25.60256833	122.21986329
304	17	07	22	17	10	25	03		25.60255333	122.21987167	25.59762837	122.22239002
305	17	07	22	17	15	25	04		25.59761002	122.22239831	25.59279830	122.22449999
306	17	07	22	17	20	25	04		25.59278330	122.22450670	25.58818499	122.22607663
307	17	07	22	17	25	25	04		25.58816998	122.22607998	25.58543338	122.22773331
308	17	07	22	17	30	25	02		25.58543664	122.22772334	25.58847332	122.22426337
309	17	07	22	17	35	25	02		25.58848665	122.22425331	25.59021500	122.22367169
310	17	07	22	17	40	25	02		25.59020829	122.22368334	25.58614165	122.22751999
311	17	07	22	17	45	25	03		25.58612497	122.22753500	25.58235998	122.23106001
312	17	07	22	17	50	25	03		25.58235998	122.23106503	25.58521997	122.23106336
313	17	07	22	17	55	25	03		25.58523833	122.23105665	25.59018164	122.22854502
314	17	07	22	18	00	25	01		25.59019664	122.22853663	25.59506334	122.22577999
315	17	07	22	18	05	25	01		25.59508002	122.22577002	25.59876001	122.22490165
316	17	07	22	18	10	25	01		25.59874333	122.22492663	25.59266503	122.23251997
317	17	07	22	18	15	25	01		25.59264500	122.23254503	25.58708000	122.23923337
318	17	07	22	18	20	25	02		25.58705335	122.23924669	25.58014833	122.24564997
319	17	07	22	18	25	25	02		25.58012671	122.24567503	25.57344331	122.25345830
320	17	07	22	18	30	25	00		25.57342001	122.25348336	25.56660335	122.26137333
321	17	07	22	18	35	25	00		25.56657996	122.26139830	25.55963337	122.26898502
322	17	07	22	18	40	25	00		25.55961167	122.26900999	25.55338500	122.27708336
323	17	07	22	18	45	25	00		25.55336170	122.27710666	25.54667001	122.28509336
324	17	07	22	18	50	25	00		25.54664830	122.28512169	25.53956668	122.29272500
325	17	07	22	18	55	25	01		25.53954329	122.29274997	25.53336499	122.30071999
326	17	07	22	19	00	24	09		25.53334337	122.30074497	25.52718669	122.30833663
327	17	07	22	19	05	24	09		25.52716331	122.30836169	25.52078837	122.31592502
328	17	07	22	19	10	24	09		25.52076666	122.31594999	25.51384832	122.32265837
329	17	07	22	19	15	24	09		25.51382166	122.32268167	25.50413830	122.32579663
330	17	07	22	19	20	24	09		25.50410000	122.32579831	25.49254999	122.32660163
331	17	07	22	19	25	25	00		25.49251000	122.32660666	25.48250335	122.33176002
332	17	07	22	19	30	24	08		25.48247997	122.33179171	25.47884163	122.34404001
333	17	07	22	19	35	24	08		25.47883166	122.34408167	25.47508000	122.35629830
334	17	07	22	19	40	24	08		25.47505997	122.35633668	25.46857833	122.36706502
335	17	07	22	19	45	24	08		25.46855670	122.36709997	25.46226835	122.37734836
336	17	07	22	19	50	24	08		25.46224664	122.37738331	25.45630001	122.38814500
337	17	07	22	19	55	24	08		25.45628166	122.38818163	25.45052664	122.39872833
338	17	07	22	20	00	24	07		25.45051499	122.39874668	25.45188669	122.39825500
339	17	07	22	20	05	24	07		25.45188996	122.39824670	25.45298832	122.39542502
340	17	07	22	20	10	24	07		25.45299168	122.39541496	25.45424829	122.39278003
341	17	07	22	20	15	24	07		25.45425332	122.39277164	25.45605166	122.39020837
342	17	07	22	20	20	24	07		25.45605836	122.39019832	25.46024663	122.38572003
